sens,arm,A,B,C
nohold,real,0.13052275716602568,0.13680157055717523,0.14739944693378204
nohold,shuffle0,0.13052275716602568,0.1297181175332074,0.12895499606371408
nohold,shuffle1,0.13052275716602568,0.12960893048909405,0.12892812077375582
