sens,arm,A,B,C
slide,real,0.18042291213016415,0.18560000396183296,0.19529595120304866
slide,shuffle0,0.18042291213016415,0.1797042774732195,0.17887289968423714
slide,shuffle1,0.18042291213016415,0.17965630914313968,0.17818004603868853
