tag,arm,fold,kind,n_te,sse,sstot,auc,secs,bss,설정,model,shared_from
base,real,1,C,870947,62374.35546875,73727.5390625,0.7982985218526404,313.0,0.15398837039882385,분해 정합 변종 CDLD-A,CDLD-A2,
base,shuffle1,2,C,867192,63056.1484375,73266.7734375,0.7810619384580392,304.6,0.13936228553465835,분해 정합 변종 CDLD-A,CDLD-A2,
base,shuffle1,4,C,856770,62745.3671875,72333.28125,0.7777938762314911,306.9,0.13255190275914652,분해 정합 변종 CDLD-A,CDLD-A2,
base,shuffle0,4,C,856770,62735.37890625,72333.28125,0.7778748646343003,307.4,0.1326899896961331,분해 정합 변종 CDLD-A,CDLD-A2,
base,real,3,C,898456,64111.32421875,75049.609375,0.7913367096236559,306.9,0.14574739625351985,분해 정합 변종 CDLD-A,CDLD-A2,
base,shuffle0,0,B,869183,63078.9765625,73083.59375,0.7794033956621236,304.3,0.1368927918586379,분해 정합 변종 CDLD-A,CDLD-A,
base,shuffle1,0,C,869183,63154.875,73083.59375,0.7781172481176931,309.9,0.1358542764599613,분해 정합 변종 CDLD-A,CDLD-A2,
base,shuffle1,3,C,898456,65209.7265625,75049.609375,0.7758832348038356,303.5,0.13111171256512621,분해 정합 변종 CDLD-A,CDLD-A2,
base,real,2,A,867192,62962.515625,73266.7734375,0.7821780612970914,304.0,0.1406402565453495,분해 정합 변종 CDLD-A,CDLD-A,native CDLD A
base,shuffle0,1,B,870947,63648.671875,73727.5390625,0.7825252273805652,300.0,0.13670423990357228,분해 정합 변종 CDLD-A,CDLD-A,
base,shuffle0,1,C,870947,63613.62109375,73727.5390625,0.7809595139205106,312.9,0.13717964952249762,분해 정합 변종 CDLD-A,CDLD-A2,
base,shuffle0,0,C,869183,63170.7578125,73083.59375,0.7778775156302965,306.6,0.13563695254791708,분해 정합 변종 CDLD-A,CDLD-A2,
base,real,1,A,870947,63580.9296875,73727.5390625,0.7828248915841947,301.2,0.13762305786984919,분해 정합 변종 CDLD-A,CDLD-A,native CDLD A
base,shuffle1,2,B,867192,62984.453125,73266.7734375,0.7826813004045451,295.7,0.1403408370544842,분해 정합 변종 CDLD-A,CDLD-A,
base,shuffle0,3,B,898456,65204.859375,75049.609375,0.7768295342515428,284.6,0.1311765655009447,분해 정합 변종 CDLD-A,CDLD-A,
base,real,4,B,856770,62364.18359375,72333.28125,0.7819126889039721,301.0,0.13782172582209518,분해 정합 변종 CDLD-A,CDLD-A,
base,shuffle1,0,B,869183,63057.609375,73083.59375,0.7795592491548546,303.6,0.1371851582626915,분해 정합 변종 CDLD-A,CDLD-A,
base,real,0,A,869183,63089.3359375,73083.59375,0.7792791875088318,320.3,0.1367510449292869,분해 정합 변종 CDLD-A,CDLD-A,native CDLD A
wardX,shuffle1,3,B,898456,64782.80078125,75049.609375,0.7838472237472898,343.1,0.13680029355582501,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle1,1,B,870947,63028.015625,73727.5390625,0.7894521181674906,361.6,0.14512248168801412,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle1,0,C,869183,62718.265625,73083.59375,0.7851073570732457,367.7,0.14182838573123668,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,0,A,869183,62699.71875,73083.59375,0.7860561608435412,355.7,0.1420821619079179,분해 정합 변종 — 병동 통제,CDLD-A,native CDLD A
wardX,shuffle1,0,B,869183,62687.26171875,73083.59375,0.786134239464099,354.3,0.1422526109869905,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle1,4,C,856770,62341.70703125,72333.28125,0.7852877732151164,349.1,0.13813246193293627,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,4,A,856770,62292.578125,72333.28125,0.7836774987567422,383.6,0.13881166389088706,분해 정합 변종 — 병동 통제,CDLD-A,native CDLD A
wardX,real,4,B,856770,61970.1640625,72333.28125,0.7905249972251881,341.2,0.14326900436996282,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,1,C,870947,62162.625,73727.5390625,0.8001561132091195,362.8,0.1568601666291376,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,1,B,870947,63040.4609375,73727.5390625,0.7891947591905063,373.2,0.1449536802786866,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle1,2,C,867192,62637.0390625,73266.7734375,0.7878809128984706,366.8,0.1450826053377069,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,4,C,856770,62344.2421875,72333.28125,0.7851139591590995,372.1,0.13809741366461237,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,1,C,870947,63137.328125,73727.5390625,0.787933703294583,373.1,0.14363982674808273,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,0,B,869183,62425.94140625,73083.59375,0.7900124429959665,358.1,0.1458282467636589,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,2,B,867192,62366.375,73266.7734375,0.7931980580346408,363.3,0.14877683192639224,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,2,C,867192,62608.88671875,73266.7734375,0.7884947475362187,369.5,0.1454668496878968,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,3,B,898456,64492.01171875,75049.609375,0.7881452612375834,353.5,0.14067491815309663,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,3,C,898456,64010.1953125,75049.609375,0.7942804385064886,360.1,0.14709489035898127,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle1,2,B,867192,62655.01171875,73266.7734375,0.7890006920918357,359.0,0.1448373010147953,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle1,3,C,898456,64839.2890625,75049.609375,0.7824825040086806,356.7,0.13604761433843238,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,3,C,898456,64837.7109375,75049.609375,0.7825134507252521,360.5,0.13606864209611347,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,0,B,869183,62708.2890625,73083.59375,0.7859844622928935,355.3,0.14196489465188622,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle1,1,C,870947,63109.515625,73727.5390625,0.788227188573556,365.3,0.14401706028054095,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,3,B,898456,64775.91015625,75049.609375,0.7838935538889573,360.3,0.1368921078245119,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,1,A,870947,63066.15625,73727.5390625,0.7893500438471359,375.5,0.14460516311906435,분해 정합 변종 — 병동 통제,CDLD-A,native CDLD A
wardX,shuffle0,0,C,869183,62732.1328125,73083.59375,0.7850184026233293,378.5,0.14163864153847794,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,2,C,867192,61807.546875,73266.7734375,0.7988327472125595,348.8,0.15640413825886923,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,3,A,898456,64778.3984375,75049.609375,0.7838939727071107,351.9,0.1368589526719306,분해 정합 변종 — 병동 통제,CDLD-A,native CDLD A
wardX,shuffle1,4,B,856770,62228.22265625,72333.28125,0.7865580684987974,379.2,0.13970137147276174,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,1,B,870947,62712.36328125,73727.5390625,0.7939456024436926,365.6,0.14940381737022668,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,2,A,867192,62516.59375,73266.7734375,0.7889166587886638,374.8,0.14672653350390008,분해 정합 변종 — 병동 통제,CDLD-A,native CDLD A
wardX,shuffle0,4,B,856770,62223.0390625,72333.28125,0.7865598597488428,375.4,0.1397730341107677,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,0,C,869183,61934.359375,73083.59375,0.7957103696295893,367.1,0.15255454477428454,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,real,4,C,856770,61487.734375,72333.28125,0.7963912857929791,381.3,0.14993854402256912,분해 정합 변종 — 병동 통제,CDLD-A2,
wardX,shuffle0,2,B,867192,62604.59375,73266.7734375,0.7889065172692054,358.1,0.14552544335250872,분해 정합 변종 — 병동 통제,CDLD-A2,
