가중일치도,약물수일치도,최대최소비_원본,최대최소비_재실행,반전폭배_원본,반전폭배_재실행,argmax_동일
0.29560257348167884,0.3125,3.0316926362254213,2.6038942451572162,2.2093548841502604,2.3626876983521243,False
