통계량,T_obs,귀무평균,귀무SD,표준화분리,넘지못한복제,복제수
중앙값,0.7827931642532349,0.3543084770441055,0.012439063155045447,34.446700838184135,0,20
평균,0.9015879034996033,0.39077313542366027,0.013905759085704293,36.73404414154435,0,20
