통계,관측,귀무_복제평균,귀무_복제SD,배,표준화분리,넘지못한복제,귀무_pooled
중앙값,0.7815122604370117,0.33077256083488465,0.008703993197622882,2.3626876983521243,51.78539198826891,0,0.330665647983551
75분위,1.0911500453948975,0.46053087115287783,0.014324506102945852,2.3693309477024815,44.02379877602426,0,0.45997488498687744
90분위,1.4515888690948486,0.6003819108009338,0.026673462990842178,2.417775823989051,31.912127742324287,0,0.5993863940238953
95분위,1.6910372972488403,0.6972705215215683,0.038878790623829755,2.4252241347571903,25.56064012747784,0,0.6972353458404541
99분위,2.1553094387054443,0.9178554683923721,0.08477459272440951,2.34820133771222,14.596991038763985,0,0.9189985990524292
평균,0.8497223854064941,0.3599730581045151,0.010856765178920614,2.360516617218016,45.110059877952544,0,0.360005259513855
